NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지,위도,경도
981,테라한의원,한의원,02-2281-7575,5855,"서울특별시 송파구 송파대로 167, A동 2층 212호 (문정동, 문정역테라타워)",http://www.bsclinic.com/,37.4848354,127.1210395
982,톡스앤필의원,의원,02-2054-8540,5855,"서울특별시 송파구 송파대로 167, B동 310호 (문정동, 문정역테라타워)",,37.4848354,127.1210395
983,경희바른맥한의원,한의원,02-3461-8825,5828,"서울특별시 송파구 중대로 148, 1층 (가락동, 삼성빌딩)",,37.4953111,127.1241869
984,세창한의원,한의원,02-3426-7676,5295,"서울특별시 강동구 양재대로138길 4, (명일동)",,37.5496273,127.1441706
985,메디컬바른약국,약국,02-470-7994,5316,"서울특별시 강동구 양재대로121길 7, 거송빌딩 103,104호 (천호동)",,37.5422991,127.1410942
986,서울온누리약국,약국,478-8070,5315,"서울특별시 강동구 천중로43길 34, 신운빌딩 101호 (천호동)",,37.5425002,127.1411829
987,강동하나이비인후과의원,의원,02-441-7770,5307,"서울특별시 강동구 양재대로 1579, 2층 (천호동)",,37.5465802,127.1429417
988,맑음한의원,한의원,02-474-1131,5307,"서울특별시 강동구 양재대로 1579, 6층 (천호동, 한영빌딩)",,37.5465802,127.1429417
989,서울투에잇치과의원,치과의원,02-470-2828,5307,"서울특별시 강동구 양재대로 1579, 3층 (천호동)",,37.5465802,127.1429417
990,화인약국,약국,02-429-6520,5307,"서울특별시 강동구 양재대로 1579, 2층 (천호동, 한영빌딩)",,37.5465802,127.1429417
991,W치과의원,치과의원,02-400-2750,5828,"서울특별시 송파구 중대로 146, 3층 (가락동)",,37.495147,127.1240143
992,조은경희한의원,한의원,02-487-8787,5408,"서울특별시 강동구 강동대로 245, 1층 (성내동)",,37.5222862,127.1332484
993,좋은인상한의원,한의원,02-482-3661,5404,"서울특별시 강동구 풍성로58길 6, (성내동)",,37.528693,127.1356126
994,태화약국,약국,02-470-9859,5315,"서울특별시 강동구 양재대로123길 9, (천호동)",,37.543316,127.1414226
995,지하철더조은약국,약국,,5715,"서울특별시 송파구 중대로 149, 경찰병원역 지하1층 101호 (가락동)",,37.4956031,127.1240678
996,지하철정문약국,약국,02-400-9208,5715,"서울특별시 송파구 중대로 149, 경찰병원역 B1층 102호 (가락동)",,37.4956031,127.1240678
997,아침한의원,한의원,02-485-8575,5404,"서울특별시 강동구 양재대로91길 16, 2층 (성내동)",,37.5279953,127.1353101
998,명문한의원,한의원,02-481-7535,5295,"서울특별시 강동구 양재대로 1614, (명일동)",,37.5495994,127.1439783
999,명일치과의원,치과의원,02-3428-2261,5292,"서울특별시 강동구 양재대로 1618, (명일동)",,37.5498694,127.1440906
1000,화수분한의원,한의원,02-477-7575,5404,"서울특별시 강동구 풍성로 216, (성내동)",http://www.dnhani.com/,37.5289225,127.1356341
1001,전장원피부과의원,의원,02-488-5969,5355,"서울특별시 강동구 천호대로 1135, (길동)",http://junnskin.co.kr/,37.5346361,127.1378074
1002,나은약국,약국,070-8877-4482,5292,"서울특별시 강동구 양재대로 1620, 명일빌딩 101호 (명일동)",,37.5500479,127.1441118
1003,연세심내과의원,의원,442-2480,5292,"서울특별시 강동구 양재대로 1620, 명일빌딩 4,5,6층 (명일동)",www.yonseisim.co.kr/,37.5500479,127.1441118
1004,웰비뇨기과의원,의원,427-7876,5292,"서울특별시 강동구 양재대로 1620, 3층 (명일동)",http://www.welluro.co.kr,37.5500479,127.1441118
1005,제이에이치(JH)바른이치과교정과치과의원,치과의원,02-429-5575,5292,"서울특별시 강동구 양재대로 1620, (명일동, 명일빌딩)",,37.5500479,127.1441118
1006,보령한의원,한의원,02-470-4331,5405,"서울특별시 강동구 양재대로87길 14, (성내동)",,37.525665,127.1343254
1007,아이엔여기한의원,한의원,02-474-1076,5307,"서울특별시 강동구 양재대로 1589, 2층 (천호동)",,37.5475056,127.1430171
1008,반상훈한의원,한의원,02-449-2800,5659,"서울특별시 송파구 마천로 68, 12,13호 (오금동)",,37.5076803,127.1278989
1009,연세성심의원,의원,02-476-7726,5314,"서울특별시 강동구 양재대로 1571, 지하 1층 (천호동, 홈플러스)",,37.5457146,127.1422553
1010,연세플러스치과의원,치과의원,02-476-2845,5314,"서울특별시 강동구 양재대로 1571, (천호동, 천호복합 상업시설)",,37.5457146,127.1422553
1011,연세힐의원,의원,02-402-6438,5659,"서울특별시 송파구 마천로 68, (오금동)",,37.5076803,127.1278989
1012,우주약국,약국,02-481-5050,5314,"서울특별시 강동구 양재대로 1571, (천호동)",,37.5457146,127.1422553
1013,새가정약국,약국,02-471-1086,5306,"서울특별시 강동구 양재대로 1595, (천호동)",,37.5479709,127.1431882
1014,명일약국,약국,3427-2283,5292,"서울특별시 강동구 양재대로 1626, 202호 (명일동)",,37.5506521,127.1443104
1015,용아의원,의원,02-3426-8549,5292,"서울특별시 강동구 양재대로 1626, (명일동)",,37.5506521,127.1443104
1016,조내과의원,의원,02-3426-6364,5292,"서울특별시 강동구 양재대로 1626, (명일동)",,37.5506521,127.1443104
1017,참고운치과의원,치과의원,02-428-0092,5292,"서울특별시 강동구 양재대로 1626, 205호 (명일동)",,37.5506521,127.1443104
1018,케이앤씨서울내과의원,의원,02-3012-3100,5829,"서울특별시 송파구 송이로 138, 수빌딩 2층 (가락동)",,37.4942916,127.1235116
1019,경희평생한의원,한의원,02-413-1119,5404,"서울특별시 강동구 양재대로89길 16, 215, 217호 (성내동, 파크프라자)",,37.5269048,127.1347224
1020,신용치과의원,치과의원,02-485-5800,5404,"서울특별시 강동구 양재대로89길 16, (성내동, 파크프라자)",,37.5269048,127.1347224
1021,이경원정형외과의원,의원,02-488-1012,5404,"서울특별시 강동구 양재대로89길 16, 2층 (성내동)",,37.5269048,127.1347224
1022,이준상내과의원,의원,02-475-9941,5404,"서울특별시 강동구 양재대로89길 16, 2층 204,205,212,221,222호 (성내동, 파크프라자)",,37.5269048,127.1347224
1023,한사랑약국,약국,02-6425-2003,5404,"서울특별시 강동구 양재대로89길 16, 214호 (성내동, 파크프라자)",,37.5269048,127.1347224
1024,늘푸른정형외과의원,의원,02-488-5100,5306,"서울특별시 강동구 양재대로 1601, 2-4층 (천호동)",,37.5485821,127.1433331
1025,치휴한방병원,한방병원,02-6416-1010,5408,"서울특별시 강동구 강동대로 243, 풍원빌딩 (성내동)",,37.5223648,127.1329613
1026,새중일약국,약국,448-5186,5701,"서울특별시 송파구 오금로 306, 101호 (가락동, 가락스타클래스)",,37.5028999,127.1261197
1027,성심한의원,한의원,02-475-7800,5306,"서울특별시 강동구 양재대로 1603, (천호동)",http://www.sungsimom.com/,37.5487942,127.1433765
1028,연세내과의원,의원,02-483-7825,5306,"서울특별시 강동구 양재대로 1603, (천호동)",www.yswooclinic.com/,37.5487942,127.1433765
1029,예일약국,약국,02-477-9458,5306,"서울특별시 강동구 양재대로 1603, (천호동)",,37.5487942,127.1433765
1030,오후치과의원,치과의원,02-400-2870,5701,"서울특별시 송파구 오금로 306, 2층 201호 (가락동, 가락스타클래스)",,37.5028999,127.1261197
1031,올치과의원,치과의원,02-406-1705,5701,"서울특별시 송파구 오금로 306, (가락동, 2층 202호)",http://www.alldent.co.kr/,37.5028999,127.1261197
1032,푸르메디의원,의원,02-401-3330,5701,"서울특별시 송파구 오금로 306, 2층 1호 (가락동, 가락스타클래스)",,37.5028999,127.1261197
1033,박순영온누리약국,약국,02-430-3371,5656,"서울특별시 송파구 마천로7길 6, 117호,118호 (오금동)",,37.5084223,127.1279517
1034,길동한의원,한의원,02-483-3695,5373,"서울특별시 강동구 천호대로 1134, (성내동)",,37.5340097,127.1373027
1035,시온부부한의원,한의원,02-485-1075,5404,"서울특별시 강동구 풍성로56길 15, 1층 101호 (성내동, 동일상가아파트)",,37.5282862,127.135099
1036,늘푸른약국,약국,02-576-5222,5404,"서울특별시 강동구 풍성로 214, 동양빌딩 102호 (성내동)",,37.5290072,127.1353438
1037,다홍치과의원,치과의원,02-486-7528,5306,"서울특별시 강동구 양재대로 1607, 약봉빌딩 5층 (천호동)",,37.5490626,127.1434257
1038,바로서기정한의원,한의원,02-488-4911,5306,"서울특별시 강동구 양재대로 1607, (천호동, 약봉빌딩)",,37.5490626,127.1434257
1039,온맘정신건강의학과의원,의원,02-427-5342,5306,"서울특별시 강동구 양재대로 1607, 약봉빌딩 2층 (천호동)",,37.5490626,127.1434257
1040,푸른경희한의원,한의원,02-439-8275,5404,"서울특별시 강동구 풍성로 214, 동양빌딩 2층 (성내동)",,37.5290072,127.1353438
1041,하나치과의원,치과의원,02-478-8877,5404,"서울특별시 강동구 풍성로 214, 2층 (성내동)",,37.5290072,127.1353438
1042,마음과향기한의원,한의원,02-474-0036,5405,"서울특별시 강동구 양재대로89길 17, 2층 (성내동)",,37.5265578,127.1344002
1043,강동기운찬한방병원,한방병원,02-474-8575,5355,"서울특별시 강동구 천호대로 1133, 서울M타워 5,8,9,10층 (길동)",,37.5346934,127.137523
1044,남기세병원,병원,02-1577-2533,5355,"서울특별시 강동구 천호대로 1133, (길동)",,37.5346934,127.137523
1045,연세남기세치과의원,치과의원,02-2038-2879,5355,"서울특별시 강동구 천호대로 1133, 서울M타워 12층 (길동)",,37.5346934,127.137523
1046,굿닥터비뇨기과의원,의원,02-402-6575,5854,"서울특별시 송파구 법원로 114, C동 2층 201~202호 (문정동, 엠스테이트)",,37.4857987,127.1206993
1047,문정바른한의원,한의원,02-6929-1075,5854,"서울특별시 송파구 법원로 114, C동 222호 (문정동, 엠스테이트)",,37.4857987,127.1206993
1048,문정우리들약국,약국,2283-1522,5854,"서울특별시 송파구 법원로 114, 엠스테이트 C-218호 (문정동)",,37.4857987,127.1206993
1049,문정이화약국,약국,02-2283-1153,5854,"서울특별시 송파구 법원로 114, 엠스테이트 C동 214호 (문정동)",,37.4857987,127.1206993
1050,미소와산부인과의원,의원,02-2135-7585,5854,"서울특별시 송파구 법원로 114, 엠스테이트 C동 204호 (문정동)",,37.4857987,127.1206993
1051,새비채한의원,한의원,02-6952-9773,5854,"서울특별시 송파구 법원로 114, 엠스테이트 E동 B161호 (문정동)",,37.4857987,127.1206993
1052,서울에이플치과의원,치과의원,02-424-3332,5854,"서울특별시 송파구 법원로 114, C동 216, 217호 (문정동, 엠스테이트)",,37.4857987,127.1206993
1053,송파서울산부인과의원,의원,02-2088-4880,5854,"서울특별시 송파구 법원로 114, 엠스테이트 c동 2층 213호 (문정동)",,37.4857987,127.1206993
1054,송파성모내과의원,의원,02-6080-1721,5854,"서울특별시 송파구 법원로 114, 엠스테이트 C동 2층 207,208,220,221호 (문정동)",,37.4857987,127.1206993
1055,아이디문정치과의원,치과의원,02-2283-1090,5854,"서울특별시 송파구 법원로 114, A동동 2층 207, 208호 (문정동, 엠스테이트)",,37.4857987,127.1206993
1056,연세바움치과의원,치과의원,02-6929-2275,5854,"서울특별시 송파구 법원로 114, C동 206호 (문정동, 엠스테이트)",,37.4857987,127.1206993
1057,연세힐링이비인후과의원,의원,02-2283-1172,5854,"서울특별시 송파구 법원로 114, C동 205호 (문정동, 엠스테이트)",,37.4857987,127.1206993
1058,오수연유외과의원,의원,02-423-6152,5854,"서울특별시 송파구 법원로 114, C동 209, 210호 (문정동, 엠스테이트)",,37.4857987,127.1206993
1059,우리공감정신건강의학과의원,의원,02-475-7557,5854,"서울특별시 송파구 법원로 114, C동 212호 (문정동, 엠스테이트)",,37.4857987,127.1206993
1060,진솔정신건강의학과의원,의원,02-6951-5117,5854,"서울특별시 송파구 법원로 114, 엠스테이트 A동 206호 (문정동)",,37.4857987,127.1206993
1061,길약국,약국,02-470-7533,5355,"서울특별시 강동구 천호대로177길 10, (길동)",,37.5349725,127.1376148
1062,주연온누리약국,약국,02-6953-3753,5652,"서울특별시 송파구 위례성대로 158, 대림아파트 116,117호 (오금동)",,37.5109238,127.1286509
1063,스카이치과의원,치과의원,02-3426-5393,5266,"서울특별시 강동구 양재대로 1636, 4층 (명일동)",,37.5516186,127.1443113
1064,참신통한의원,한의원,02-481-8101,5266,"서울특별시 강동구 양재대로 1636, 3층 (명일동)",,37.5516186,127.1443113
1065,강동뉴욕치과의원,치과의원,02-474-0028,5266,"서울특별시 강동구 양재대로 1638, 6층 (명일동)",http://newyorkclinic.co.kr//,37.5517613,127.144344
1066,김종균한의원,한의원,02-3427-9229,5266,"서울특별시 강동구 양재대로 1638, 5층 (명일동)",,37.5517613,127.144344
1067,연세웰주니어치과의원,치과의원,02-442-2828,5266,"서울특별시 강동구 양재대로 1638, 3층 (명일동)",http://www.yonseimate.co.kr,37.5517613,127.144344
1068,강동명일활기찬재활의학과의원,의원,02-486-3737,5306,"서울특별시 강동구 양재대로 1619, 가야빌딩 2호 (천호동)",,37.5499778,127.1435401
1069,새실로암약국,약국,02-427-1417,5306,"서울특별시 강동구 양재대로 1619, (천호동, 가야빌딩)",,37.5499778,127.1435401
1070,연세강철구치과보철과치과의원,치과의원,02-6952-7928,5306,"서울특별시 강동구 양재대로 1619, 가야빌딩 3층 302호 (천호동)",,37.5499778,127.1435401
1071,연세메이트치과의원,치과의원,02-472-7528,5306,"서울특별시 강동구 양재대로 1619, 가야빌딩 4층 (천호동)",,37.5499778,127.1435401
1072,서울동부지방법원부속의원,의원,02-2204-2375,5856,"서울특별시 송파구 법원로 101, 서울동부지방법원 331호 (문정동)",,37.4833447,127.119679
1073,강동아이비의원,의원,02-484-7525,5355,"서울특별시 강동구 천호대로 1131, 거산 유팰리스 3,4층 (길동)",http://gangdongivy.kr/?page_id=2,37.5347915,127.1372467
1074,길동온누리약국,약국,02-477-7306,5355,"서울특별시 강동구 천호대로 1131, 거산 유팰리스 1층 105호 (길동)",,37.5347915,127.1372467
1075,서울봄플란트치과의원,치과의원,02-430-2275,5657,"서울특별시 송파구 마천로 61, 덕산빌딩 2층 (오금동)",,37.5082227,127.1274572
1076,형강한의원,한의원,02-6952-8549,5405,"서울특별시 강동구 양재대로89길 27, 2층 (성내동)",,37.5266246,127.1340065
1077,경찰병원,종합병원,02-3400-1114,5715,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",http://www.nph.go.kr,37.4963836,127.123509
1078,명일제일치과의원,치과의원,02-3428-2828,5257,"서울특별시 강동구 양재대로 1627, 2층 (명일동)",,37.5509248,127.1437513
1079,참좋은플란트치과의원,치과의원,02-403-2873,5829,"서울특별시 송파구 중대로 134, 2층 (가락동, 부광아트빌딩)",,37.4944178,127.1228812
